wavenumber,transmittance
2541.7190,99.680687
2539.7905,99.692108
2537.8620,99.551826
2535.9336,99.621696
2534.0051,99.507034
2532.0766,99.466385
2530.1482,99.585838
2528.2197,99.922729
2526.2912,99.698196
2524.3628,99.478500
2522.4343,99.708702
2520.5058,99.897560
2518.5774,100.012833
2516.6489,100.087311
2514.7204,99.960945
2512.7920,99.737236
2510.8635,99.675591
2508.9350,100.063141
2507.0066,100.260857
2505.0781,99.963531
2503.1496,99.691620
2501.2212,99.917854
2499.2927,100.331680
2497.3642,99.966667
2495.4358,99.606506
2493.5073,99.706779
2491.5788,99.770721
2489.6504,99.656174
2487.7219,99.353195
2485.7934,99.517509
2483.8650,99.981216
2481.9365,100.207733
2480.0080,100.069870
2478.0796,99.779022
2476.1511,99.829117
2474.2226,99.947701
2472.2942,99.812424
2470.3657,99.727814
2468.4372,99.817810
2466.5088,99.909988
2464.5803,99.767647
2462.6518,99.729729
2460.7234,99.883652
2458.7949,99.920151
2456.8664,99.852562
2454.9380,99.583008
2453.0095,99.728409
2451.0810,100.091576
2449.1526,100.263565
2447.2241,100.056396
2445.2956,100.133469
2443.3672,100.214722
2441.4387,99.950012
2439.5102,99.612061
2437.5818,99.557571
2435.6533,100.102760
2433.7248,100.404266
2431.7964,100.210617
2429.8679,100.194771
2427.9394,100.131203
2426.0110,100.129768
2424.0825,100.005440
2422.1540,99.923363
2420.2256,100.040916
2418.2971,99.974243
2416.3686,99.743599
2414.4402,99.738670
2412.5117,99.990952
2410.5832,100.173508
2408.6548,100.018875
2406.7263,99.939156
2404.7978,99.967781
2402.8694,100.137680
2400.9409,100.139572
2399.0124,99.936058
2397.0840,100.037636
2395.1555,100.113350
2393.2270,100.032532
2391.2986,100.039871
2389.3701,100.094757
2387.4416,100.157272
2385.5132,100.121307
2383.5847,100.069565
2381.6562,99.932037
2379.7278,100.124779
2377.7993,100.248970
2375.8708,100.110039
2373.9424,100.008072
2372.0139,100.021751
2370.0854,99.880814
2368.1570,99.719078
2366.2285,99.899841
2364.3000,99.922195
2362.3716,99.776466
2360.4431,99.941582
2358.5146,99.833481
2356.5862,100.069939
2354.6577,100.100212
2352.7292,100.049210
2350.8008,99.950211
2348.8723,99.932938
2346.9438,100.010239
2345.0154,99.969185
2343.0869,100.059387
2341.1584,99.987999
2339.2300,99.959946
2337.3015,100.202835
2335.3730,99.967140
2333.4446,99.658363
2331.5161,99.908859
2329.5876,99.978607
2327.6592,99.831512
2325.7307,99.572174
2323.8022,99.233452
2321.8738,99.307198
2319.9453,99.401367
2318.0168,99.348984
2316.0884,99.500908
2314.1599,99.536224
2312.2314,99.479240
2310.3030,99.651245
2308.3745,99.799538
